Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 9, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 44,237,200
  scalars                 : 18
  total                   : 80,937,378
Estimated FLOPs per token: 3.912523e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011348 | lrm: 1.00 | dt: 12228ms | tok/sec: 10,718 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00880 (36.4%) | loss: 3.057422 | lrm: 0.64 | dt: 124ms | tok/sec: 1,054,242 | mfu: 41.7% | epoch: 1 | remaining: 191s    
step 00881 (36.4%) | loss: 3.058328 | lrm: 0.64 | dt: 126ms | tok/sec: 1,041,194 | mfu: 41.2% | epoch: 1 | remaining: 191s    
step 00882 (36.5%) | loss: 3.055210 | lrm: 0.64 | dt: 126ms | tok/sec: 1,038,599 | mfu: 41.1% | epoch: 1 | remaining: 191s    
step 00883 (36.5%) | loss: 3.064586 | lrm: 0.64 | dt: 126ms | tok/sec: 1,042,918 | mfu: 41.2% | epoch: 1 | remaining: 190s    
step 00884 (36.5%) | loss: 3.063138 | lrm: 0.63 | dt: 125ms | tok/sec: 1,049,104 | mfu: 41.5% | epoch: 1 | remaining: 190s    
step 00885 (36.6%) | loss: 3.066039 | lrm: 0.63 | dt: 125ms | tok/sec: 1,049,683 | mfu: 41.5% | epoch: 1 | remaining: 190s    
step 00886 (36.6%) | loss: 3.069346 | lrm: 0.63 | dt: 126ms | tok/sec: 1,041,770 | mfu: 41.2% | epoch: 1 | remaining: 190s    
step 00887 (36.7%) | loss: 3.070821 | lrm: 0.63 | dt: 125ms | tok/sec: 1,045,004 | mfu: 41.3% | epoch: 1 | remaining: 190s    
step 00888 (36.7%) | loss: 3.060671 | lrm: 0.63 | dt: 125ms | tok/sec: 1,050,776 | mfu: 41.5% | epoch: 1 | remaining: 190s    
step 00889 (36.7%) | loss: 3.048680 | lrm: 0.63 | dt: 127ms | tok/sec: 1,032,471 | mfu: 40.8% | epoch: 1 | remaining: 190s    
step 00890 (36.8%) | loss: 3.047362 | lrm: 0.63 | dt: 125ms | tok/sec: 1,045,652 | mfu: 41.3% | epoch: 1 | remaining: 190s    
step 00891 (36.8%) | loss: 3.045093 | lrm: 0.63 | dt: 127ms | tok/sec: 1,035,085 | mfu: 40.9% | epoch: 1 | remaining: 189s    
step 00892 (36.9%) | loss: 3.039764 | lrm: 0.63 | dt: 127ms | tok/sec: 1,029,233 | mfu: 40.7% | epoch: 1 | remaining: 189s    
step 00893 (36.9%) | loss: 3.042524 | lrm: 0.63 | dt: 125ms | tok/sec: 1,046,697 | mfu: 41.4% | epoch: 1 | remaining: 189s    
step 00894 (37.0%) | loss: 3.046791 | lrm: 0.63 | dt: 126ms | tok/sec: 1,043,583 | mfu: 41.3% | epoch: 1 | remaining: 189s    
step 00895 (37.0%) | loss: 3.049293 | lrm: 0.63 | dt: 126ms | tok/sec: 1,039,542 | mfu: 41.1% | epoch: 1 | remaining: 189s    
step 00896 (37.0%) | loss: 3.047129 | lrm: 0.63 | dt: 127ms | tok/sec: 1,033,820 | mfu: 40.9% | epoch: 1 | remaining: 189s    
step 00897 (37.1%) | loss: 3.048116 | lrm: 0.63 | dt: 126ms | tok/sec: 1,038,152 | mfu: 41.0% | epoch: 1 | remaining: 189s    
step 00898 (37.1%) | loss: 3.052703 | lrm: 0.63 | dt: 125ms | tok/sec: 1,045,926 | mfu: 41.4% | epoch: 1 | remaining: 189s    
step 00899 (37.2%) | loss: 3.049366 | lrm: 0.63 | dt: 125ms | tok/sec: 1,049,464 | mfu: 41.5% | epoch: 1 | remaining: 188s    
step 00900 (37.2%) | loss: 3.055079 | lrm: 0.63 | dt: 125ms | tok/sec: 1,044,865 | mfu: 41.3% | epoch: 1 | remaining: 188s    
step 00901 (37.2%) | loss: 3.051854 | lrm: 0.63 | dt: 127ms | tok/sec: 1,031,104 | mfu: 40.8% | epoch: 1 | remaining: 188s    
step 00902 (37.3%) | loss: 3.058723 | lrm: 0.63 | dt: 127ms | tok/sec: 1,031,167 | mfu: 40.8% | epoch: 1 | remaining: 188s    
step 00903 (37.3%) | loss: 3.053838 | lrm: 0.63 | dt: 126ms | tok/sec: 1,040,506 | mfu: 41.1% | epoch: 1 | remaining: 188s    
step 00904 (37.4%) | loss: 3.060096 | lrm: 0.63 | dt: 127ms | tok/sec: 1,034,984 | mfu: 40.9% | epoch: 1 | remaining: 188s    
step 00905 (37.4%) | loss: 3.060024 | lrm: 0.63 | dt: 126ms | tok/sec: 1,043,732 | mfu: 41.3% | epoch: 1 | remaining: 188s    
step 00906 (37.5%) | loss: 3.057190 | lrm: 0.63 | dt: 126ms | tok/sec: 1,042,922 | mfu: 41.2% | epoch: 1 | remaining: 187s    
step 00907 (37.5%) | loss: 3.065230 | lrm: 0.62 | dt: 124ms | tok/sec: 1,053,551 | mfu: 41.7% | epoch: 1 | remaining: 187s    
step 00908 (37.5%) | loss: 3.059891 | lrm: 0.62 | dt: 126ms | tok/sec: 1,038,721 | mfu: 41.1% | epoch: 1 | remaining: 187s    
step 00909 (37.6%) | loss: 3.058293 | lrm: 0.62 | dt: 127ms | tok/sec: 1,035,975 | mfu: 41.0% | epoch: 1 | remaining: 187s    
step 00910 (37.6%) | loss: 3.057706 | lrm: 0.62 | dt: 125ms | tok/sec: 1,045,194 | mfu: 41.3% | epoch: 1 | remaining: 187s    
step 00911 (37.7%) | loss: 3.057720 | lrm: 0.62 | dt: 125ms | tok/sec: 1,048,514 | mfu: 41.5% | epoch: 1 | remaining: 187s    
step 00912 (37.7%) | loss: 3.057215 | lrm: 0.62 | dt: 127ms | tok/sec: 1,035,263 | mfu: 40.9% | epoch: 1 | remaining: 187s    
step 00913 (37.8%) | loss: 3.061540 | lrm: 0.62 | dt: 125ms | tok/sec: 1,046,994 | mfu: 41.4% | epoch: 1 | remaining: 187s    
step 00914 (37.8%) | loss: 3.061835 | lrm: 0.62 | dt: 124ms | tok/sec: 1,053,315 | mfu: 41.6% | epoch: 1 | remaining: 186s    
step 00915 (37.8%) | loss: 3.058716 | lrm: 0.62 | dt: 126ms | tok/sec: 1,036,635 | mfu: 41.0% | epoch: 1 | remaining: 186s    
step 00916 (37.9%) | loss: 3.056047 | lrm: 0.62 | dt: 125ms | tok/sec: 1,046,478 | mfu: 41.4% | epoch: 1 | remaining: 186s    
step 00917 (37.9%) | loss: 3.058262 | lrm: 0.62 | dt: 126ms | tok/sec: 1,044,095 | mfu: 41.3% | epoch: 1 | remaining: 186s    
step 00918 (38.0%) | loss: 3.051408 | lrm: 0.62 | dt: 126ms | tok/sec: 1,044,101 | mfu: 41.3% | epoch: 1 | remaining: 186s    
step 00919 (38.0%) | loss: 3.056212 | lrm: 0.62 | dt: 126ms | tok/sec: 1,038,297 | mfu: 41.1% | epoch: 1 | remaining: 186s    
step 00920 (38.0%) | loss: 3.056857 | lrm: 0.62 | dt: 126ms | tok/sec: 1,040,410 | mfu: 41.1% | epoch: 1 | remaining: 186s    
step 00921 (38.1%) | loss: 3.056551 | lrm: 0.62 | dt: 124ms | tok/sec: 1,053,700 | mfu: 41.7% | epoch: 1 | remaining: 186s    
step 00922 (38.1%) | loss: 3.062335 | lrm: 0.62 | dt: 127ms | tok/sec: 1,031,454 | mfu: 40.8% | epoch: 1 | remaining: 185s    
step 00923 (38.2%) | loss: 3.060777 | lrm: 0.62 | dt: 126ms | tok/sec: 1,041,007 | mfu: 41.2% | epoch: 1 | remaining: 185s    
step 00924 (38.2%) | loss: 3.062595 | lrm: 0.62 | dt: 125ms | tok/sec: 1,051,104 | mfu: 41.6% | epoch: 1 | remaining: 185s    
step 00925 (38.3%) | loss: 3.062450 | lrm: 0.62 | dt: 126ms | tok/sec: 1,041,028 | mfu: 41.2% | epoch: 1 | remaining: 185s    
step 00926 (38.3%) | loss: 3.068730 | lrm: 0.62 | dt: 124ms | tok/sec: 1,054,159 | mfu: 41.7% | epoch: 1 | remaining: 185s    
step 00927 (38.3%) | loss: 3.064019 | lrm: 0.62 | dt: 126ms | tok/sec: 1,043,051 | mfu: 41.2% | epoch: 1 | remaining: 185s    
step 00928 (38.4%) | loss: 3.053836 | lrm: 0.62 | dt: 126ms | tok/sec: 1,039,896 | mfu: 41.1% | epoch: 1 | remaining: 185s    
step 00929 (38.4%) | loss: 3.053124 | lrm: 0.62 | dt: 125ms | tok/sec: 1,049,562 | mfu: 41.5% | epoch: 1 | remaining: 185s    
step 00930 (38.5%) | loss: 3.047695 | lrm: 0.62 | dt: 126ms | tok/sec: 1,036,510 | mfu: 41.0% | epoch: 1 | remaining: 184s    
step 00931 (38.5%) | loss: 3.049384 | lrm: 0.61 | dt: 126ms | tok/sec: 1,037,984 | mfu: 41.0% | epoch: 1 | remaining: 184s    
step 00932 (38.5%) | loss: 3.046150 | lrm: 0.61 | dt: 127ms | tok/sec: 1,035,858 | mfu: 41.0% | epoch: 1 | remaining: 184s    
step 00933 (38.6%) | loss: 3.048140 | lrm: 0.61 | dt: 126ms | tok/sec: 1,044,271 | mfu: 41.3% | epoch: 1 | remaining: 184s    
step 00934 (38.6%) | loss: 3.040341 | lrm: 0.61 | dt: 125ms | tok/sec: 1,051,429 | mfu: 41.6% | epoch: 1 | remaining: 184s    
step 00935 (38.7%) | loss: 3.043252 | lrm: 0.61 | dt: 125ms | tok/sec: 1,049,913 | mfu: 41.5% | epoch: 1 | remaining: 184s    
step 00936 (38.7%) | loss: 3.044177 | lrm: 0.61 | dt: 126ms | tok/sec: 1,038,737 | mfu: 41.1% | epoch: 1 | remaining: 184s    
step 00937 (38.8%) | loss: 3.052955 | lrm: 0.61 | dt: 126ms | tok/sec: 1,040,630 | mfu: 41.1% | epoch: 1 | remaining: 184s    
step 00938 (38.8%) | loss: 3.057165 | lrm: 0.61 | dt: 125ms | tok/sec: 1,052,317 | mfu: 41.6% | epoch: 1 | remaining: 183s    
step 00939 (38.8%) | loss: 3.049301 | lrm: 0.61 | dt: 125ms | tok/sec: 1,046,195 | mfu: 41.4% | epoch: 1 | remaining: 183s    
step 00940 (38.9%) | loss: 3.044814 | lrm: 0.61 | dt: 127ms | tok/sec: 1,034,361 | mfu: 40.9% | epoch: 1 | remaining: 183s    
step 00941 (38.9%) | loss: 3.048825 | lrm: 0.61 | dt: 126ms | tok/sec: 1,037,913 | mfu: 41.0% | epoch: 1 | remaining: 183s    
step 00942 (39.0%) | loss: 3.054566 | lrm: 0.61 | dt: 124ms | tok/sec: 1,057,621 | mfu: 41.8% | epoch: 1 | remaining: 183s    
step 00943 (39.0%) | loss: 3.043687 | lrm: 0.61 | dt: 125ms | tok/sec: 1,051,102 | mfu: 41.6% | epoch: 1 | remaining: 183s    
step 00944 (39.1%) | loss: 3.041949 | lrm: 0.61 | dt: 126ms | tok/sec: 1,038,211 | mfu: 41.1% | epoch: 1 | remaining: 183s    
step 00945 (39.1%) | loss: 3.041062 | lrm: 0.61 | dt: 126ms | tok/sec: 1,042,637 | mfu: 41.2% | epoch: 1 | remaining: 183s    
step 00946 (39.1%) | loss: 3.043340 | lrm: 0.61 | dt: 126ms | tok/sec: 1,043,966 | mfu: 41.3% | epoch: 1 | remaining: 182s    
step 00947 (39.2%) | loss: 3.037912 | lrm: 0.61 | dt: 126ms | tok/sec: 1,042,268 | mfu: 41.2% | epoch: 1 | remaining: 182s    
step 00948 (39.2%) | loss: 3.043578 | lrm: 0.61 | dt: 127ms | tok/sec: 1,035,333 | mfu: 40.9% | epoch: 1 | remaining: 182s    
step 00949 (39.3%) | loss: 3.049388 | lrm: 0.61 | dt: 125ms | tok/sec: 1,048,274 | mfu: 41.4% | epoch: 1 | remaining: 182s    
step 00950 (39.3%) | loss: 3.044996 | lrm: 0.61 | dt: 126ms | tok/sec: 1,036,504 | mfu: 41.0% | epoch: 1 | remaining: 182s    
step 00951 (39.3%) | loss: 3.039223 | lrm: 0.61 | dt: 126ms | tok/sec: 1,042,726 | mfu: 41.2% | epoch: 1 | remaining: 182s    
step 00952 (39.4%) | loss: 3.045789 | lrm: 0.61 | dt: 125ms | tok/sec: 1,050,505 | mfu: 41.5% | epoch: 1 | remaining: 182s    
step 00953 (39.4%) | loss: 3.042114 | lrm: 0.61 | dt: 125ms | tok/sec: 1,048,352 | mfu: 41.5% | epoch: 1 | remaining: 182s    
step 00954 (39.5%) | loss: 3.046745 | lrm: 0.61 | dt: 125ms | tok/sec: 1,051,488 | mfu: 41.6% | epoch: 1 | remaining: 181s    
step 00955 (39.5%) | loss: 3.044927 | lrm: 0.60 | dt: 127ms | tok/sec: 1,034,970 | mfu: 40.9% | epoch: 1 | remaining: 181s    
step 00956 (39.6%) | loss: 3.044411 | lrm: 0.60 | dt: 125ms | tok/sec: 1,047,778 | mfu: 41.4% | epoch: 1 | remaining: 181s    
step 00957 (39.6%) | loss: 3.051671 | lrm: 0.60 | dt: 126ms | tok/sec: 1,042,268 | mfu: 41.2% | epoch: 1 | remaining: 181s    
step 00958 (39.6%) | loss: 3.044851 | lrm: 0.60 | dt: 125ms | tok/sec: 1,048,402 | mfu: 41.5% | epoch: 1 | remaining: 181s    
step 00959 (39.7%) | loss: 3.047964 | lrm: 0.60 | dt: 125ms | tok/sec: 1,050,848 | mfu: 41.6% | epoch: 1 | remaining: 181s    
step 00960 (39.7%) | loss: 3.045981 | lrm: 0.60 | dt: 126ms | tok/sec: 1,042,021 | mfu: 41.2% | epoch: 1 | remaining: 181s    
step 00961 (39.8%) | loss: 3.037587 | lrm: 0.60 | dt: 126ms | tok/sec: 1,038,682 | mfu: 41.1% | epoch: 1 | remaining: 181s    
step 00962 (39.8%) | loss: 3.034028 | lrm: 0.60 | dt: 126ms | tok/sec: 1,037,576 | mfu: 41.0% | epoch: 1 | remaining: 180s    
step 00963 (39.8%) | loss: 3.028981 | lrm: 0.60 | dt: 125ms | tok/sec: 1,047,678 | mfu: 41.4% | epoch: 1 | remaining: 180s    
step 00964 (39.9%) | loss: 3.023227 | lrm: 0.60 | dt: 125ms | tok/sec: 1,052,214 | mfu: 41.6% | epoch: 1 | remaining: 180s    
step 00965 (39.9%) | loss: 3.015405 | lrm: 0.60 | dt: 126ms | tok/sec: 1,036,614 | mfu: 41.0% | epoch: 1 | remaining: 180s    
step 00966 (40.0%) | loss: 3.015219 | lrm: 0.60 | dt: 125ms | tok/sec: 1,046,406 | mfu: 41.4% | epoch: 1 | remaining: 180s    
step 00967 (40.0%) | loss: 3.019413 | lrm: 0.60 | dt: 125ms | tok/sec: 1,048,552 | mfu: 41.5% | epoch: 1 | remaining: 180s    
step 00968 (40.1%) | loss: 3.020552 | lrm: 0.60 | dt: 126ms | tok/sec: 1,042,906 | mfu: 41.2% | epoch: 1 | remaining: 180s    
step 00969 (40.1%) | loss: 3.017060 | lrm: 0.60 | dt: 125ms | tok/sec: 1,051,985 | mfu: 41.6% | epoch: 1 | remaining: 180s    
step 00970 (40.1%) | loss: 3.022670 | lrm: 0.60 | dt: 125ms | tok/sec: 1,048,190 | mfu: 41.4% | epoch: 1 | remaining: 179s    
step 00971 (40.2%) | loss: 3.023962 | lrm: 0.60 | dt: 125ms | tok/sec: 1,046,199 | mfu: 41.4% | epoch: 1 | remaining: 179s    
step 00972 (40.2%) | loss: 3.027192 | lrm: 0.60 | dt: 125ms | tok/sec: 1,048,800 | mfu: 41.5% | epoch: 1 | remaining: 179s    
step 00973 (40.3%) | loss: 3.031438 | lrm: 0.60 | dt: 127ms | tok/sec: 1,032,830 | mfu: 40.8% | epoch: 1 | remaining: 179s    
step 00974 (40.3%) | loss: 3.035431 | lrm: 0.60 | dt: 125ms | tok/sec: 1,048,758 | mfu: 41.5% | epoch: 1 | remaining: 179s    
step 00975 (40.3%) | loss: 3.032724 | lrm: 0.60 | dt: 125ms | tok/sec: 1,052,152 | mfu: 41.6% | epoch: 1 | remaining: 179s    
step 00976 (40.4%) | loss: 3.037223 | lrm: 0.60 | dt: 126ms | tok/sec: 1,037,243 | mfu: 41.0% | epoch: 1 | remaining: 179s    
step 00977 (40.4%) | loss: 3.038639 | lrm: 0.60 | dt: 126ms | tok/sec: 1,044,208 | mfu: 41.3% | epoch: 1 | remaining: 179s    
step 00978 (40.5%) | loss: 3.040095 | lrm: 0.60 | dt: 125ms | tok/sec: 1,050,937 | mfu: 41.6% | epoch: 1 | remaining: 178s    
step 00979 (40.5%) | loss: 3.038196 | lrm: 0.59 | dt: 127ms | tok/sec: 1,035,148 | mfu: 40.9% | epoch: 1 | remaining: 178s    
step 00980 (40.6%) | loss: 3.044166 | lrm: 0.59 | dt: 125ms | tok/sec: 1,051,693 | mfu: 41.6% | epoch: 1 | remaining: 178s    
step 00981 (40.6%) | loss: 3.039783 | lrm: 0.59 | dt: 126ms | tok/sec: 1,041,770 | mfu: 41.2% | epoch: 1 | remaining: 178s    
step 00982 (40.6%) | loss: 3.035357 | lrm: 0.59 | dt: 126ms | tok/sec: 1,043,536 | mfu: 41.3% | epoch: 1 | remaining: 178s    
step 00983 (40.7%) | loss: 3.025678 | lrm: 0.59 | dt: 126ms | tok/sec: 1,042,750 | mfu: 41.2% | epoch: 1 | remaining: 178s    
step 00984 (40.7%) | loss: 3.025489 | lrm: 0.59 | dt: 125ms | tok/sec: 1,046,529 | mfu: 41.4% | epoch: 1 | remaining: 178s    
step 00985 (40.8%) | loss: 3.019735 | lrm: 0.59 | dt: 126ms | tok/sec: 1,043,203 | mfu: 41.2% | epoch: 1 | remaining: 178s    
step 00986 (40.8%) | loss: 3.014460 | lrm: 0.59 | dt: 125ms | tok/sec: 1,052,708 | mfu: 41.6% | epoch: 1 | remaining: 177s    
step 00987 (40.8%) | loss: 3.014909 | lrm: 0.59 | dt: 125ms | tok/sec: 1,046,535 | mfu: 41.4% | epoch: 1 | remaining: 177s    
step 00988 (40.9%) | loss: 3.022883 | lrm: 0.59 | dt: 125ms | tok/sec: 1,045,680 | mfu: 41.3% | epoch: 1 | remaining: 177s    
step 00989 (40.9%) | loss: 3.023956 | lrm: 0.59 | dt: 125ms | tok/sec: 1,051,550 | mfu: 41.6% | epoch: 1 | remaining: 177s    
step 00990 (41.0%) | loss: 3.018110 | lrm: 0.59 | dt: 125ms | tok/sec: 1,044,869 | mfu: 41.3% | epoch: 1 | remaining: 177s    
step 00991 (41.0%) | loss: 3.009005 | lrm: 0.59 | dt: 126ms | tok/sec: 1,036,240 | mfu: 41.0% | epoch: 1 | remaining: 177s    
step 00992 (41.1%) | loss: 3.007048 | lrm: 0.59 | dt: 126ms | tok/sec: 1,044,200 | mfu: 41.3% | epoch: 1 | remaining: 177s    
step 00993 (41.1%) | loss: 3.009193 | lrm: 0.59 | dt: 126ms | tok/sec: 1,039,713 | mfu: 41.1% | epoch: 1 | remaining: 177s    
step 00994 (41.1%) | loss: 3.012568 | lrm: 0.59 | dt: 127ms | tok/sec: 1,034,809 | mfu: 40.9% | epoch: 1 | remaining: 176s    
step 00995 (41.2%) | loss: 3.014920 | lrm: 0.59 | dt: 126ms | tok/sec: 1,043,447 | mfu: 41.3% | epoch: 1 | remaining: 176s    
step 00996 (41.2%) | loss: 3.017401 | lrm: 0.59 | dt: 125ms | tok/sec: 1,047,860 | mfu: 41.4% | epoch: 1 | remaining: 176s    
step 00997 (41.3%) | loss: 3.021069 | lrm: 0.59 | dt: 125ms | tok/sec: 1,046,834 | mfu: 41.4% | epoch: 1 | remaining: 176s    
step 00998 (41.3%) | loss: 3.019699 | lrm: 0.59 | dt: 125ms | tok/sec: 1,047,806 | mfu: 41.4% | epoch: 1 | remaining: 176s    
step 00999 (41.4%) | loss: 3.023829 | lrm: 0.59 | dt: 125ms | tok/sec: 1,047,102 | mfu: 41.4% | epoch: 1 | remaining: 176s    
step 01000 (41.4%) | loss: 3.014797 | lrm: 0.59 | dt: 125ms | tok/sec: 1,048,576 | mfu: 41.5% | epoch: 1 | remaining: 176s    
step 01001 (41.4%) | loss: 3.013241 | lrm: 0.59 | dt: 125ms | tok/sec: 1,051,445 | mfu: 41.6% | epoch: 1 | remaining: 176s    
step 01002 (41.5%) | loss: 3.014306 | lrm: 0.59 | dt: 125ms | tok/sec: 1,048,456 | mfu: 41.5% | epoch: 1 | remaining: 175s    
step 01003 (41.5%) | loss: 3.016765 | lrm: 0.58 | dt: 125ms | tok/sec: 1,050,266 | mfu: 41.5% | epoch: 1 | remaining: 175s    
step 01004 (41.6%) | loss: 3.017383 | lrm: 0.58 | dt: 127ms | tok/sec: 1,035,054 | mfu: 40.9% | epoch: 1 | remaining: 175s    
step 01005 (41.6%) | loss: 3.015011 | lrm: 0.58 | dt: 125ms | tok/sec: 1,046,000 | mfu: 41.4% | epoch: 1 | remaining: 175s    
step 01006 (41.6%) | loss: 3.019144 | lrm: 0.58 | dt: 127ms | tok/sec: 1,030,543 | mfu: 40.7% | epoch: 1 | remaining: 175s    
step 01007 (41.7%) | loss: 3.022542 | lrm: 0.58 | dt: 125ms | tok/sec: 1,047,505 | mfu: 41.4% | epoch: 1 | remaining: 175s    
step 01008 (41.7%) | loss: 3.021208 | lrm: 0.58 | dt: 126ms | tok/sec: 1,038,601 | mfu: 41.1% | epoch: 1 | remaining: 175s    
step 01009 (41.8%) | loss: 3.021471 | lrm: 0.58 | dt: 125ms | tok/sec: 1,050,557 | mfu: 41.5% | epoch: 1 | remaining: 175s    
step 01010 (41.8%) | loss: 3.024981 | lrm: 0.58 | dt: 126ms | tok/sec: 1,038,680 | mfu: 41.1% | epoch: 1 | remaining: 174s    
step 01011 (41.9%) | loss: 3.026670 | lrm: 0.58 | dt: 125ms | tok/sec: 1,049,284 | mfu: 41.5% | epoch: 1 | remaining: 174s    
step 01012 (41.9%) | loss: 3.031059 | lrm: 0.58 | dt: 126ms | tok/sec: 1,041,638 | mfu: 41.2% | epoch: 1 | remaining: 174s    
step 01013 (41.9%) | loss: 3.023097 | lrm: 0.58 | dt: 125ms | tok/sec: 1,051,717 | mfu: 41.6% | epoch: 1 | remaining: 174s    
step 01014 (42.0%) | loss: 3.032208 | lrm: 0.58 | dt: 126ms | tok/sec: 1,043,845 | mfu: 41.3% | epoch: 1 | remaining: 174s    
step 01015 (42.0%) | loss: 3.029302 | lrm: 0.58 | dt: 125ms | tok/sec: 1,052,174 | mfu: 41.6% | epoch: 1 | remaining: 174s    
step 01016 (42.1%) | loss: 3.022204 | lrm: 0.58 | dt: 126ms | tok/sec: 1,042,865 | mfu: 41.2% | epoch: 1 | remaining: 174s    
step 01017 (42.1%) | loss: 3.010162 | lrm: 0.58 | dt: 127ms | tok/sec: 1,034,522 | mfu: 40.9% | epoch: 1 | remaining: 174s    
step 01018 (42.1%) | loss: 3.014213 | lrm: 0.58 | dt: 126ms | tok/sec: 1,040,095 | mfu: 41.1% | epoch: 1 | remaining: 173s    
step 01019 (42.2%) | loss: 3.020692 | lrm: 0.58 | dt: 126ms | tok/sec: 1,036,406 | mfu: 41.0% | epoch: 1 | remaining: 173s    
step 01020 (42.2%) | loss: 3.011834 | lrm: 0.58 | dt: 127ms | tok/sec: 1,035,864 | mfu: 41.0% | epoch: 1 | remaining: 173s    
step 01021 (42.3%) | loss: 3.014490 | lrm: 0.58 | dt: 126ms | tok/sec: 1,040,689 | mfu: 41.1% | epoch: 1 | remaining: 173s    
step 01022 (42.3%) | loss: 3.018124 | lrm: 0.58 | dt: 127ms | tok/sec: 1,034,990 | mfu: 40.9% | epoch: 1 | remaining: 173s    
step 01023 (42.4%) | loss: 3.016679 | lrm: 0.58 | dt: 127ms | tok/sec: 1,032,853 | mfu: 40.8% | epoch: 1 | remaining: 173s    
step 01024 (42.4%) | loss: 3.012766 | lrm: 0.58 | dt: 125ms | tok/sec: 1,048,760 | mfu: 41.5% | epoch: 1 | remaining: 173s    
step 01025 (42.4%) | loss: 3.015467 | lrm: 0.58 | dt: 125ms | tok/sec: 1,048,710 | mfu: 41.5% | epoch: 1 | remaining: 173s    
step 01026 (42.5%) | loss: 3.010056 | lrm: 0.58 | dt: 127ms | tok/sec: 1,035,191 | mfu: 40.9% | epoch: 1 | remaining: 172s    
step 01027 (42.5%) | loss: 3.008926 | lrm: 0.57 | dt: 124ms | tok/sec: 1,052,925 | mfu: 41.6% | epoch: 1 | remaining: 172s    
step 01028 (42.6%) | loss: 3.011501 | lrm: 0.57 | dt: 125ms | tok/sec: 1,049,915 | mfu: 41.5% | epoch: 1 | remaining: 172s    
step 01029 (42.6%) | loss: 3.002568 | lrm: 0.57 | dt: 125ms | tok/sec: 1,046,551 | mfu: 41.4% | epoch: 1 | remaining: 172s    
step 01030 (42.6%) | loss: 3.001414 | lrm: 0.57 | dt: 124ms | tok/sec: 1,058,136 | mfu: 41.8% | epoch: 1 | remaining: 172s    
step 01031 (42.7%) | loss: 3.009413 | lrm: 0.57 | dt: 125ms | tok/sec: 1,044,740 | mfu: 41.3% | epoch: 1 | remaining: 172s    
step 01032 (42.7%) | loss: 3.005831 | lrm: 0.57 | dt: 126ms | tok/sec: 1,038,874 | mfu: 41.1% | epoch: 1 | remaining: 172s    
step 01033 (42.8%) | loss: 3.009811 | lrm: 0.57 | dt: 125ms | tok/sec: 1,048,138 | mfu: 41.4% | epoch: 1 | remaining: 172s    
step 01034 (42.8%) | loss: 3.007330 | lrm: 0.57 | dt: 127ms | tok/sec: 1,029,549 | mfu: 40.7% | epoch: 1 | remaining: 171s    
step 01035 (42.9%) | loss: 3.000933 | lrm: 0.57 | dt: 126ms | tok/sec: 1,043,837 | mfu: 41.3% | epoch: 1 | remaining: 171s    
step 01036 (42.9%) | loss: 3.001969 | lrm: 0.57 | dt: 125ms | tok/sec: 1,050,889 | mfu: 41.6% | epoch: 1 | remaining: 171s    
step 01037 (42.9%) | loss: 3.007605 | lrm: 0.57 | dt: 125ms | tok/sec: 1,047,692 | mfu: 41.4% | epoch: 1 | remaining: 171s    
step 01038 (43.0%) | loss: 3.009096 | lrm: 0.57 | dt: 125ms | tok/sec: 1,044,918 | mfu: 41.3% | epoch: 1 | remaining: 171s    
step 01039 (43.0%) | loss: 3.010160 | lrm: 0.57 | dt: 125ms | tok/sec: 1,052,494 | mfu: 41.6% | epoch: 1 | remaining: 171s    
step 01040 (43.1%) | loss: 3.014068 | lrm: 0.57 | dt: 124ms | tok/sec: 1,059,723 | mfu: 41.9% | epoch: 1 | remaining: 171s    
step 01041 (43.1%) | loss: 3.012407 | lrm: 0.57 | dt: 125ms | tok/sec: 1,050,415 | mfu: 41.5% | epoch: 1 | remaining: 171s    
step 01042 (43.1%) | loss: 3.014977 | lrm: 0.57 | dt: 127ms | tok/sec: 1,032,890 | mfu: 40.8% | epoch: 1 | remaining: 170s    
step 01043 (43.2%) | loss: 3.011323 | lrm: 0.57 | dt: 125ms | tok/sec: 1,049,140 | mfu: 41.5% | epoch: 1 | remaining: 170s    
step 01044 (43.2%) | loss: 3.013905 | lrm: 0.57 | dt: 124ms | tok/sec: 1,053,795 | mfu: 41.7% | epoch: 1 | remaining: 170s    
step 01045 (43.3%) | loss: 3.008930 | lrm: 0.57 | dt: 126ms | tok/sec: 1,037,733 | mfu: 41.0% | epoch: 1 | remaining: 170s    
step 01046 (43.3%) | loss: 3.010414 | lrm: 0.57 | dt: 124ms | tok/sec: 1,055,049 | mfu: 41.7% | epoch: 1 | remaining: 170s    
step 01047 (43.4%) | loss: 3.005864 | lrm: 0.57 | dt: 125ms | tok/sec: 1,045,397 | mfu: 41.3% | epoch: 1 | remaining: 170s    
