Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 33,554,432
  lm_head                 : 4,194,304
  transformer_matrices    : 25,167,872
  scalars                 : 16
  total                   : 67,110,928
Estimated FLOPs per token: 2.390876e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011263 | lrm: 1.00 | dt: 37751ms | tok/sec: 6,944 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00932 (49.2%) | loss: 2.969417 | lrm: 0.80 | dt: 162ms | tok/sec: 1,615,823 | mfu: 39.0% | epoch: 1 | remaining: 152s    
step 00933 (49.3%) | loss: 2.969050 | lrm: 0.80 | dt: 162ms | tok/sec: 1,616,814 | mfu: 39.1% | epoch: 1 | remaining: 152s    
step 00934 (49.3%) | loss: 2.968519 | lrm: 0.80 | dt: 162ms | tok/sec: 1,619,770 | mfu: 39.1% | epoch: 1 | remaining: 152s    
step 00935 (49.4%) | loss: 2.964793 | lrm: 0.79 | dt: 159ms | tok/sec: 1,647,800 | mfu: 39.8% | epoch: 1 | remaining: 152s    
step 00936 (49.4%) | loss: 2.967263 | lrm: 0.79 | dt: 157ms | tok/sec: 1,665,051 | mfu: 40.2% | epoch: 1 | remaining: 152s    
step 00937 (49.5%) | loss: 2.967673 | lrm: 0.79 | dt: 161ms | tok/sec: 1,624,941 | mfu: 39.3% | epoch: 1 | remaining: 151s    
step 00938 (49.5%) | loss: 2.973632 | lrm: 0.79 | dt: 162ms | tok/sec: 1,621,758 | mfu: 39.2% | epoch: 1 | remaining: 151s    
step 00939 (49.6%) | loss: 2.968008 | lrm: 0.79 | dt: 160ms | tok/sec: 1,637,223 | mfu: 39.6% | epoch: 1 | remaining: 151s    
step 00940 (49.6%) | loss: 2.970064 | lrm: 0.79 | dt: 158ms | tok/sec: 1,654,214 | mfu: 40.0% | epoch: 1 | remaining: 151s    
step 00941 (49.7%) | loss: 2.961127 | lrm: 0.79 | dt: 161ms | tok/sec: 1,624,881 | mfu: 39.3% | epoch: 1 | remaining: 151s    
step 00942 (49.8%) | loss: 2.964466 | lrm: 0.79 | dt: 161ms | tok/sec: 1,628,278 | mfu: 39.3% | epoch: 1 | remaining: 151s    
step 00943 (49.8%) | loss: 2.961731 | lrm: 0.79 | dt: 159ms | tok/sec: 1,644,554 | mfu: 39.7% | epoch: 1 | remaining: 150s    
step 00944 (49.9%) | loss: 2.963665 | lrm: 0.79 | dt: 161ms | tok/sec: 1,629,171 | mfu: 39.4% | epoch: 1 | remaining: 150s    
step 00945 (49.9%) | loss: 2.963400 | lrm: 0.79 | dt: 161ms | tok/sec: 1,626,886 | mfu: 39.3% | epoch: 1 | remaining: 150s    
step 00946 (50.0%) | loss: 2.956363 | lrm: 0.79 | dt: 160ms | tok/sec: 1,638,738 | mfu: 39.6% | epoch: 1 | remaining: 150s    
step 00947 (50.0%) | loss: 2.958462 | lrm: 0.79 | dt: 158ms | tok/sec: 1,655,060 | mfu: 40.0% | epoch: 1 | remaining: 150s    
step 00948 (50.1%) | loss: 2.956270 | lrm: 0.78 | dt: 160ms | tok/sec: 1,640,364 | mfu: 39.6% | epoch: 1 | remaining: 150s    
step 00949 (50.1%) | loss: 2.957215 | lrm: 0.78 | dt: 160ms | tok/sec: 1,641,772 | mfu: 39.7% | epoch: 1 | remaining: 149s    
step 00950 (50.2%) | loss: 2.954260 | lrm: 0.78 | dt: 158ms | tok/sec: 1,661,523 | mfu: 40.1% | epoch: 1 | remaining: 149s    
step 00951 (50.2%) | loss: 2.956902 | lrm: 0.78 | dt: 161ms | tok/sec: 1,624,910 | mfu: 39.3% | epoch: 1 | remaining: 149s    
step 00952 (50.3%) | loss: 2.963142 | lrm: 0.78 | dt: 163ms | tok/sec: 1,612,707 | mfu: 39.0% | epoch: 1 | remaining: 149s    
step 00953 (50.3%) | loss: 2.969112 | lrm: 0.78 | dt: 159ms | tok/sec: 1,652,677 | mfu: 39.9% | epoch: 1 | remaining: 149s    
step 00954 (50.4%) | loss: 2.970275 | lrm: 0.78 | dt: 160ms | tok/sec: 1,639,870 | mfu: 39.6% | epoch: 1 | remaining: 149s    
step 00955 (50.4%) | loss: 2.965055 | lrm: 0.78 | dt: 160ms | tok/sec: 1,642,587 | mfu: 39.7% | epoch: 1 | remaining: 149s    
step 00956 (50.5%) | loss: 2.963882 | lrm: 0.78 | dt: 160ms | tok/sec: 1,642,871 | mfu: 39.7% | epoch: 1 | remaining: 148s    
step 00957 (50.6%) | loss: 2.963937 | lrm: 0.78 | dt: 160ms | tok/sec: 1,636,370 | mfu: 39.5% | epoch: 1 | remaining: 148s    
step 00958 (50.6%) | loss: 2.967441 | lrm: 0.78 | dt: 158ms | tok/sec: 1,657,940 | mfu: 40.1% | epoch: 1 | remaining: 148s    
step 00959 (50.7%) | loss: 2.963303 | lrm: 0.78 | dt: 160ms | tok/sec: 1,636,112 | mfu: 39.5% | epoch: 1 | remaining: 148s    
step 00960 (50.7%) | loss: 2.962166 | lrm: 0.78 | dt: 157ms | tok/sec: 1,671,353 | mfu: 40.4% | epoch: 1 | remaining: 148s    
step 00961 (50.8%) | loss: 2.960588 | lrm: 0.77 | dt: 160ms | tok/sec: 1,636,146 | mfu: 39.5% | epoch: 1 | remaining: 148s    
step 00962 (50.8%) | loss: 2.960385 | lrm: 0.77 | dt: 159ms | tok/sec: 1,651,426 | mfu: 39.9% | epoch: 1 | remaining: 147s    
step 00963 (50.9%) | loss: 2.960783 | lrm: 0.77 | dt: 161ms | tok/sec: 1,627,201 | mfu: 39.3% | epoch: 1 | remaining: 147s    
step 00964 (50.9%) | loss: 2.959264 | lrm: 0.77 | dt: 159ms | tok/sec: 1,644,975 | mfu: 39.7% | epoch: 1 | remaining: 147s    
step 00965 (51.0%) | loss: 2.958483 | lrm: 0.77 | dt: 162ms | tok/sec: 1,619,987 | mfu: 39.1% | epoch: 1 | remaining: 147s    
step 00966 (51.0%) | loss: 2.958518 | lrm: 0.77 | dt: 158ms | tok/sec: 1,658,028 | mfu: 40.1% | epoch: 1 | remaining: 147s    
step 00967 (51.1%) | loss: 2.959550 | lrm: 0.77 | dt: 159ms | tok/sec: 1,650,928 | mfu: 39.9% | epoch: 1 | remaining: 147s    
step 00968 (51.1%) | loss: 2.956297 | lrm: 0.77 | dt: 163ms | tok/sec: 1,612,404 | mfu: 39.0% | epoch: 1 | remaining: 146s    
step 00969 (51.2%) | loss: 2.955258 | lrm: 0.77 | dt: 159ms | tok/sec: 1,643,591 | mfu: 39.7% | epoch: 1 | remaining: 146s    
step 00970 (51.2%) | loss: 2.951831 | lrm: 0.77 | dt: 160ms | tok/sec: 1,639,588 | mfu: 39.6% | epoch: 1 | remaining: 146s    
step 00971 (51.3%) | loss: 2.949133 | lrm: 0.77 | dt: 159ms | tok/sec: 1,647,551 | mfu: 39.8% | epoch: 1 | remaining: 146s    
step 00972 (51.3%) | loss: 2.942972 | lrm: 0.77 | dt: 159ms | tok/sec: 1,647,882 | mfu: 39.8% | epoch: 1 | remaining: 146s    
step 00973 (51.4%) | loss: 2.941636 | lrm: 0.77 | dt: 160ms | tok/sec: 1,640,496 | mfu: 39.6% | epoch: 1 | remaining: 146s    
step 00974 (51.5%) | loss: 2.939619 | lrm: 0.76 | dt: 160ms | tok/sec: 1,638,719 | mfu: 39.6% | epoch: 1 | remaining: 145s    
step 00975 (51.5%) | loss: 2.937940 | lrm: 0.76 | dt: 160ms | tok/sec: 1,642,903 | mfu: 39.7% | epoch: 1 | remaining: 145s    
step 00976 (51.6%) | loss: 2.935230 | lrm: 0.76 | dt: 159ms | tok/sec: 1,645,758 | mfu: 39.8% | epoch: 1 | remaining: 145s    
step 00977 (51.6%) | loss: 2.936427 | lrm: 0.76 | dt: 163ms | tok/sec: 1,606,514 | mfu: 38.8% | epoch: 1 | remaining: 145s    
step 00978 (51.7%) | loss: 2.933996 | lrm: 0.76 | dt: 159ms | tok/sec: 1,647,018 | mfu: 39.8% | epoch: 1 | remaining: 145s    
step 00979 (51.7%) | loss: 2.933552 | lrm: 0.76 | dt: 158ms | tok/sec: 1,663,781 | mfu: 40.2% | epoch: 1 | remaining: 145s    
step 00980 (51.8%) | loss: 2.930301 | lrm: 0.76 | dt: 159ms | tok/sec: 1,646,355 | mfu: 39.8% | epoch: 1 | remaining: 145s    
step 00981 (51.8%) | loss: 2.932547 | lrm: 0.76 | dt: 161ms | tok/sec: 1,623,422 | mfu: 39.2% | epoch: 1 | remaining: 144s    
step 00982 (51.9%) | loss: 2.930693 | lrm: 0.76 | dt: 158ms | tok/sec: 1,656,517 | mfu: 40.0% | epoch: 1 | remaining: 144s    
step 00983 (51.9%) | loss: 2.930226 | lrm: 0.76 | dt: 160ms | tok/sec: 1,642,049 | mfu: 39.7% | epoch: 1 | remaining: 144s    
step 00984 (52.0%) | loss: 2.928035 | lrm: 0.76 | dt: 160ms | tok/sec: 1,641,564 | mfu: 39.7% | epoch: 1 | remaining: 144s    
step 00985 (52.0%) | loss: 2.936351 | lrm: 0.76 | dt: 162ms | tok/sec: 1,616,315 | mfu: 39.1% | epoch: 1 | remaining: 144s    
step 00986 (52.1%) | loss: 2.934689 | lrm: 0.76 | dt: 159ms | tok/sec: 1,647,317 | mfu: 39.8% | epoch: 1 | remaining: 144s    
step 00987 (52.1%) | loss: 2.941509 | lrm: 0.75 | dt: 161ms | tok/sec: 1,632,160 | mfu: 39.4% | epoch: 1 | remaining: 143s    
step 00988 (52.2%) | loss: 2.944481 | lrm: 0.75 | dt: 159ms | tok/sec: 1,650,284 | mfu: 39.9% | epoch: 1 | remaining: 143s    
step 00989 (52.3%) | loss: 2.947331 | lrm: 0.75 | dt: 160ms | tok/sec: 1,639,239 | mfu: 39.6% | epoch: 1 | remaining: 143s    
step 00990 (52.3%) | loss: 2.943707 | lrm: 0.75 | dt: 159ms | tok/sec: 1,646,387 | mfu: 39.8% | epoch: 1 | remaining: 143s    
step 00991 (52.4%) | loss: 2.943466 | lrm: 0.75 | dt: 164ms | tok/sec: 1,597,210 | mfu: 38.6% | epoch: 1 | remaining: 143s    
step 00992 (52.4%) | loss: 2.940049 | lrm: 0.75 | dt: 159ms | tok/sec: 1,652,238 | mfu: 39.9% | epoch: 1 | remaining: 143s    
step 00993 (52.5%) | loss: 2.940486 | lrm: 0.75 | dt: 159ms | tok/sec: 1,645,044 | mfu: 39.7% | epoch: 1 | remaining: 142s    
step 00994 (52.5%) | loss: 2.941640 | lrm: 0.75 | dt: 159ms | tok/sec: 1,645,487 | mfu: 39.8% | epoch: 1 | remaining: 142s    
step 00995 (52.6%) | loss: 2.942689 | lrm: 0.75 | dt: 159ms | tok/sec: 1,643,711 | mfu: 39.7% | epoch: 1 | remaining: 142s    
step 00996 (52.6%) | loss: 2.943458 | lrm: 0.75 | dt: 161ms | tok/sec: 1,631,405 | mfu: 39.4% | epoch: 1 | remaining: 142s    
step 00997 (52.7%) | loss: 2.942642 | lrm: 0.75 | dt: 160ms | tok/sec: 1,634,944 | mfu: 39.5% | epoch: 1 | remaining: 142s    
step 00998 (52.7%) | loss: 2.942656 | lrm: 0.75 | dt: 159ms | tok/sec: 1,650,663 | mfu: 39.9% | epoch: 1 | remaining: 142s    
step 00999 (52.8%) | loss: 2.946847 | lrm: 0.75 | dt: 162ms | tok/sec: 1,614,220 | mfu: 39.0% | epoch: 1 | remaining: 141s    
step 01000 (52.8%) | loss: 2.945668 | lrm: 0.74 | dt: 160ms | tok/sec: 1,640,068 | mfu: 39.6% | epoch: 1 | remaining: 141s    
step 01001 (52.9%) | loss: 2.951695 | lrm: 0.74 | dt: 161ms | tok/sec: 1,629,512 | mfu: 39.4% | epoch: 1 | remaining: 141s    
step 01002 (52.9%) | loss: 2.951530 | lrm: 0.74 | dt: 160ms | tok/sec: 1,639,980 | mfu: 39.6% | epoch: 1 | remaining: 141s    
step 01003 (53.0%) | loss: 2.946671 | lrm: 0.74 | dt: 160ms | tok/sec: 1,636,945 | mfu: 39.6% | epoch: 1 | remaining: 141s    
step 01004 (53.1%) | loss: 2.943160 | lrm: 0.74 | dt: 158ms | tok/sec: 1,657,468 | mfu: 40.0% | epoch: 1 | remaining: 141s    
step 01005 (53.1%) | loss: 2.941557 | lrm: 0.74 | dt: 160ms | tok/sec: 1,633,598 | mfu: 39.5% | epoch: 1 | remaining: 141s    
step 01006 (53.2%) | loss: 2.941606 | lrm: 0.74 | dt: 159ms | tok/sec: 1,651,362 | mfu: 39.9% | epoch: 1 | remaining: 140s    
step 01007 (53.2%) | loss: 2.944115 | lrm: 0.74 | dt: 163ms | tok/sec: 1,611,650 | mfu: 38.9% | epoch: 1 | remaining: 140s    
step 01008 (53.3%) | loss: 2.935681 | lrm: 0.74 | dt: 157ms | tok/sec: 1,665,926 | mfu: 40.3% | epoch: 1 | remaining: 140s    
step 01009 (53.3%) | loss: 2.934854 | lrm: 0.74 | dt: 160ms | tok/sec: 1,635,559 | mfu: 39.5% | epoch: 1 | remaining: 140s    
step 01010 (53.4%) | loss: 2.936182 | lrm: 0.74 | dt: 161ms | tok/sec: 1,624,242 | mfu: 39.2% | epoch: 1 | remaining: 140s    
step 01011 (53.4%) | loss: 2.934944 | lrm: 0.74 | dt: 160ms | tok/sec: 1,642,834 | mfu: 39.7% | epoch: 1 | remaining: 140s    
step 01012 (53.5%) | loss: 2.937299 | lrm: 0.74 | dt: 161ms | tok/sec: 1,623,777 | mfu: 39.2% | epoch: 1 | remaining: 139s    
step 01013 (53.5%) | loss: 2.936823 | lrm: 0.73 | dt: 163ms | tok/sec: 1,611,152 | mfu: 38.9% | epoch: 1 | remaining: 139s    
step 01014 (53.6%) | loss: 2.936272 | lrm: 0.73 | dt: 160ms | tok/sec: 1,638,274 | mfu: 39.6% | epoch: 1 | remaining: 139s    
step 01015 (53.6%) | loss: 2.940413 | lrm: 0.73 | dt: 162ms | tok/sec: 1,621,700 | mfu: 39.2% | epoch: 1 | remaining: 139s    
step 01016 (53.7%) | loss: 2.940183 | lrm: 0.73 | dt: 158ms | tok/sec: 1,659,264 | mfu: 40.1% | epoch: 1 | remaining: 139s    
step 01017 (53.7%) | loss: 2.941471 | lrm: 0.73 | dt: 161ms | tok/sec: 1,630,993 | mfu: 39.4% | epoch: 1 | remaining: 139s    
step 01018 (53.8%) | loss: 2.940298 | lrm: 0.73 | dt: 161ms | tok/sec: 1,625,306 | mfu: 39.3% | epoch: 1 | remaining: 138s    
step 01019 (53.9%) | loss: 2.936670 | lrm: 0.73 | dt: 160ms | tok/sec: 1,641,312 | mfu: 39.7% | epoch: 1 | remaining: 138s    
step 01020 (53.9%) | loss: 2.935130 | lrm: 0.73 | dt: 160ms | tok/sec: 1,638,623 | mfu: 39.6% | epoch: 1 | remaining: 138s    
step 01021 (54.0%) | loss: 2.936238 | lrm: 0.73 | dt: 160ms | tok/sec: 1,635,163 | mfu: 39.5% | epoch: 1 | remaining: 138s    
step 01022 (54.0%) | loss: 2.931585 | lrm: 0.73 | dt: 160ms | tok/sec: 1,641,816 | mfu: 39.7% | epoch: 1 | remaining: 138s    
step 01023 (54.1%) | loss: 2.928020 | lrm: 0.73 | dt: 162ms | tok/sec: 1,619,281 | mfu: 39.1% | epoch: 1 | remaining: 138s    
step 01024 (54.1%) | loss: 2.927329 | lrm: 0.73 | dt: 158ms | tok/sec: 1,660,765 | mfu: 40.1% | epoch: 1 | remaining: 137s    
step 01025 (54.2%) | loss: 2.931760 | lrm: 0.73 | dt: 160ms | tok/sec: 1,643,186 | mfu: 39.7% | epoch: 1 | remaining: 137s    
step 01026 (54.2%) | loss: 2.929940 | lrm: 0.72 | dt: 161ms | tok/sec: 1,632,475 | mfu: 39.4% | epoch: 1 | remaining: 137s    
step 01027 (54.3%) | loss: 2.926760 | lrm: 0.72 | dt: 163ms | tok/sec: 1,612,589 | mfu: 39.0% | epoch: 1 | remaining: 137s    
step 01028 (54.3%) | loss: 2.926085 | lrm: 0.72 | dt: 158ms | tok/sec: 1,661,463 | mfu: 40.1% | epoch: 1 | remaining: 137s    
step 01029 (54.4%) | loss: 2.924055 | lrm: 0.72 | dt: 162ms | tok/sec: 1,622,766 | mfu: 39.2% | epoch: 1 | remaining: 137s    
step 01030 (54.4%) | loss: 2.928878 | lrm: 0.72 | dt: 161ms | tok/sec: 1,631,654 | mfu: 39.4% | epoch: 1 | remaining: 137s    
step 01031 (54.5%) | loss: 2.929654 | lrm: 0.72 | dt: 164ms | tok/sec: 1,600,870 | mfu: 38.7% | epoch: 1 | remaining: 136s    
step 01032 (54.6%) | loss: 2.931780 | lrm: 0.72 | dt: 161ms | tok/sec: 1,631,451 | mfu: 39.4% | epoch: 1 | remaining: 136s    
step 01033 (54.6%) | loss: 2.935528 | lrm: 0.72 | dt: 160ms | tok/sec: 1,642,672 | mfu: 39.7% | epoch: 1 | remaining: 136s    
step 01034 (54.7%) | loss: 2.932524 | lrm: 0.72 | dt: 162ms | tok/sec: 1,623,029 | mfu: 39.2% | epoch: 1 | remaining: 136s    
step 01035 (54.7%) | loss: 2.936926 | lrm: 0.72 | dt: 160ms | tok/sec: 1,639,073 | mfu: 39.6% | epoch: 1 | remaining: 136s    
step 01036 (54.8%) | loss: 2.934375 | lrm: 0.72 | dt: 161ms | tok/sec: 1,624,295 | mfu: 39.2% | epoch: 1 | remaining: 136s    
step 01037 (54.8%) | loss: 2.934728 | lrm: 0.72 | dt: 161ms | tok/sec: 1,624,077 | mfu: 39.2% | epoch: 1 | remaining: 135s    
step 01038 (54.9%) | loss: 2.933913 | lrm: 0.72 | dt: 160ms | tok/sec: 1,640,893 | mfu: 39.6% | epoch: 1 | remaining: 135s    
step 01039 (54.9%) | loss: 2.932110 | lrm: 0.71 | dt: 159ms | tok/sec: 1,648,047 | mfu: 39.8% | epoch: 1 | remaining: 135s    
step 01040 (55.0%) | loss: 2.936379 | lrm: 0.71 | dt: 159ms | tok/sec: 1,644,805 | mfu: 39.7% | epoch: 1 | remaining: 135s    
step 01041 (55.0%) | loss: 2.937602 | lrm: 0.71 | dt: 162ms | tok/sec: 1,616,225 | mfu: 39.1% | epoch: 1 | remaining: 135s    
step 01042 (55.1%) | loss: 2.937162 | lrm: 0.71 | dt: 163ms | tok/sec: 1,604,084 | mfu: 38.8% | epoch: 1 | remaining: 135s    
step 01043 (55.1%) | loss: 2.936374 | lrm: 0.71 | dt: 158ms | tok/sec: 1,658,308 | mfu: 40.1% | epoch: 1 | remaining: 134s    
step 01044 (55.2%) | loss: 2.940825 | lrm: 0.71 | dt: 159ms | tok/sec: 1,648,448 | mfu: 39.8% | epoch: 1 | remaining: 134s    
step 01045 (55.2%) | loss: 2.940015 | lrm: 0.71 | dt: 158ms | tok/sec: 1,654,513 | mfu: 40.0% | epoch: 1 | remaining: 134s    
step 01046 (55.3%) | loss: 2.936920 | lrm: 0.71 | dt: 159ms | tok/sec: 1,645,546 | mfu: 39.8% | epoch: 1 | remaining: 134s    
step 01047 (55.4%) | loss: 2.938318 | lrm: 0.71 | dt: 161ms | tok/sec: 1,624,257 | mfu: 39.2% | epoch: 1 | remaining: 134s    
step 01048 (55.4%) | loss: 2.941012 | lrm: 0.71 | dt: 161ms | tok/sec: 1,623,190 | mfu: 39.2% | epoch: 1 | remaining: 134s    
step 01049 (55.5%) | loss: 2.940236 | lrm: 0.71 | dt: 159ms | tok/sec: 1,648,287 | mfu: 39.8% | epoch: 1 | remaining: 133s    
step 01050 (55.5%) | loss: 2.932717 | lrm: 0.71 | dt: 158ms | tok/sec: 1,657,735 | mfu: 40.1% | epoch: 1 | remaining: 133s    
step 01051 (55.6%) | loss: 2.931595 | lrm: 0.71 | dt: 160ms | tok/sec: 1,641,892 | mfu: 39.7% | epoch: 1 | remaining: 133s    
step 01052 (55.6%) | loss: 2.933414 | lrm: 0.70 | dt: 159ms | tok/sec: 1,646,184 | mfu: 39.8% | epoch: 1 | remaining: 133s    
step 01053 (55.7%) | loss: 2.930277 | lrm: 0.70 | dt: 163ms | tok/sec: 1,609,678 | mfu: 38.9% | epoch: 1 | remaining: 133s    
step 01054 (55.7%) | loss: 2.929858 | lrm: 0.70 | dt: 160ms | tok/sec: 1,641,772 | mfu: 39.7% | epoch: 1 | remaining: 133s    
step 01055 (55.8%) | loss: 2.927481 | lrm: 0.70 | dt: 161ms | tok/sec: 1,625,229 | mfu: 39.3% | epoch: 1 | remaining: 132s    
step 01056 (55.8%) | loss: 2.923399 | lrm: 0.70 | dt: 160ms | tok/sec: 1,641,554 | mfu: 39.7% | epoch: 1 | remaining: 132s    
step 01057 (55.9%) | loss: 2.921592 | lrm: 0.70 | dt: 159ms | tok/sec: 1,648,692 | mfu: 39.8% | epoch: 1 | remaining: 132s    
step 01058 (55.9%) | loss: 2.917162 | lrm: 0.70 | dt: 161ms | tok/sec: 1,633,016 | mfu: 39.5% | epoch: 1 | remaining: 132s    
step 01059 (56.0%) | loss: 2.917752 | lrm: 0.70 | dt: 161ms | tok/sec: 1,628,491 | mfu: 39.3% | epoch: 1 | remaining: 132s    
step 01060 (56.0%) | loss: 2.918275 | lrm: 0.70 | dt: 160ms | tok/sec: 1,642,461 | mfu: 39.7% | epoch: 1 | remaining: 132s    
step 01061 (56.1%) | loss: 2.918958 | lrm: 0.70 | dt: 161ms | tok/sec: 1,624,729 | mfu: 39.3% | epoch: 1 | remaining: 132s    
step 01062 (56.2%) | loss: 2.923611 | lrm: 0.70 | dt: 160ms | tok/sec: 1,639,784 | mfu: 39.6% | epoch: 1 | remaining: 131s    
step 01063 (56.2%) | loss: 2.918875 | lrm: 0.70 | dt: 158ms | tok/sec: 1,662,460 | mfu: 40.2% | epoch: 1 | remaining: 131s    
step 01064 (56.3%) | loss: 2.917546 | lrm: 0.70 | dt: 160ms | tok/sec: 1,636,899 | mfu: 39.6% | epoch: 1 | remaining: 131s    
step 01065 (56.3%) | loss: 2.913999 | lrm: 0.70 | dt: 159ms | tok/sec: 1,643,994 | mfu: 39.7% | epoch: 1 | remaining: 131s    
step 01066 (56.4%) | loss: 2.919449 | lrm: 0.69 | dt: 162ms | tok/sec: 1,619,446 | mfu: 39.1% | epoch: 1 | remaining: 131s    
step 01067 (56.4%) | loss: 2.922991 | lrm: 0.69 | dt: 160ms | tok/sec: 1,640,626 | mfu: 39.6% | epoch: 1 | remaining: 131s    
step 01068 (56.5%) | loss: 2.925011 | lrm: 0.69 | dt: 160ms | tok/sec: 1,638,719 | mfu: 39.6% | epoch: 1 | remaining: 130s    
step 01069 (56.5%) | loss: 2.920494 | lrm: 0.69 | dt: 161ms | tok/sec: 1,633,254 | mfu: 39.5% | epoch: 1 | remaining: 130s    
step 01070 (56.6%) | loss: 2.925048 | lrm: 0.69 | dt: 159ms | tok/sec: 1,648,045 | mfu: 39.8% | epoch: 1 | remaining: 130s    
step 01071 (56.6%) | loss: 2.923307 | lrm: 0.69 | dt: 162ms | tok/sec: 1,613,414 | mfu: 39.0% | epoch: 1 | remaining: 130s    
step 01072 (56.7%) | loss: 2.924704 | lrm: 0.69 | dt: 159ms | tok/sec: 1,644,213 | mfu: 39.7% | epoch: 1 | remaining: 130s    
step 01073 (56.7%) | loss: 2.918516 | lrm: 0.69 | dt: 160ms | tok/sec: 1,642,238 | mfu: 39.7% | epoch: 1 | remaining: 130s    
step 01074 (56.8%) | loss: 2.915033 | lrm: 0.69 | dt: 161ms | tok/sec: 1,626,003 | mfu: 39.3% | epoch: 1 | remaining: 129s    
step 01075 (56.8%) | loss: 2.913705 | lrm: 0.69 | dt: 158ms | tok/sec: 1,657,958 | mfu: 40.1% | epoch: 1 | remaining: 129s    
step 01076 (56.9%) | loss: 2.908129 | lrm: 0.69 | dt: 158ms | tok/sec: 1,663,036 | mfu: 40.2% | epoch: 1 | remaining: 129s    
step 01077 (57.0%) | loss: 2.913887 | lrm: 0.69 | dt: 163ms | tok/sec: 1,609,963 | mfu: 38.9% | epoch: 1 | remaining: 129s    
step 01078 (57.0%) | loss: 2.918717 | lrm: 0.69 | dt: 161ms | tok/sec: 1,633,212 | mfu: 39.5% | epoch: 1 | remaining: 129s    
step 01079 (57.1%) | loss: 2.914392 | lrm: 0.68 | dt: 157ms | tok/sec: 1,667,434 | mfu: 40.3% | epoch: 1 | remaining: 129s    
step 01080 (57.1%) | loss: 2.910839 | lrm: 0.68 | dt: 163ms | tok/sec: 1,611,216 | mfu: 38.9% | epoch: 1 | remaining: 128s    
step 01081 (57.2%) | loss: 2.912422 | lrm: 0.68 | dt: 161ms | tok/sec: 1,630,514 | mfu: 39.4% | epoch: 1 | remaining: 128s    
step 01082 (57.2%) | loss: 2.913658 | lrm: 0.68 | dt: 158ms | tok/sec: 1,663,859 | mfu: 40.2% | epoch: 1 | remaining: 128s    
step 01083 (57.3%) | loss: 2.913044 | lrm: 0.68 | dt: 160ms | tok/sec: 1,633,826 | mfu: 39.5% | epoch: 1 | remaining: 128s    
step 01084 (57.3%) | loss: 2.916195 | lrm: 0.68 | dt: 160ms | tok/sec: 1,638,106 | mfu: 39.6% | epoch: 1 | remaining: 128s    
step 01085 (57.4%) | loss: 2.913391 | lrm: 0.68 | dt: 159ms | tok/sec: 1,651,186 | mfu: 39.9% | epoch: 1 | remaining: 128s    
step 01086 (57.4%) | loss: 2.917800 | lrm: 0.68 | dt: 161ms | tok/sec: 1,631,426 | mfu: 39.4% | epoch: 1 | remaining: 128s    
step 01087 (57.5%) | loss: 2.913383 | lrm: 0.68 | dt: 160ms | tok/sec: 1,641,255 | mfu: 39.7% | epoch: 1 | remaining: 127s    
step 01088 (57.5%) | loss: 2.910125 | lrm: 0.68 | dt: 158ms | tok/sec: 1,654,769 | mfu: 40.0% | epoch: 1 | remaining: 127s    
step 01089 (57.6%) | loss: 2.909067 | lrm: 0.68 | dt: 163ms | tok/sec: 1,606,456 | mfu: 38.8% | epoch: 1 | remaining: 127s    
step 01090 (57.6%) | loss: 2.914199 | lrm: 0.68 | dt: 162ms | tok/sec: 1,621,708 | mfu: 39.2% | epoch: 1 | remaining: 127s    
step 01091 (57.7%) | loss: 2.913126 | lrm: 0.68 | dt: 157ms | tok/sec: 1,674,282 | mfu: 40.5% | epoch: 1 | remaining: 127s    
step 01092 (57.8%) | loss: 2.913616 | lrm: 0.67 | dt: 161ms | tok/sec: 1,630,029 | mfu: 39.4% | epoch: 1 | remaining: 127s    
step 01093 (57.8%) | loss: 2.913999 | lrm: 0.67 | dt: 159ms | tok/sec: 1,643,741 | mfu: 39.7% | epoch: 1 | remaining: 126s    
step 01094 (57.9%) | loss: 2.913371 | lrm: 0.67 | dt: 159ms | tok/sec: 1,653,428 | mfu: 40.0% | epoch: 1 | remaining: 126s    
step 01095 (57.9%) | loss: 2.915708 | lrm: 0.67 | dt: 163ms | tok/sec: 1,612,347 | mfu: 39.0% | epoch: 1 | remaining: 126s    
step 01096 (58.0%) | loss: 2.910557 | lrm: 0.67 | dt: 159ms | tok/sec: 1,646,574 | mfu: 39.8% | epoch: 1 | remaining: 126s    
step 01097 (58.0%) | loss: 2.912497 | lrm: 0.67 | dt: 159ms | tok/sec: 1,647,610 | mfu: 39.8% | epoch: 1 | remaining: 126s    
step 01098 (58.1%) | loss: 2.913502 | lrm: 0.67 | dt: 162ms | tok/sec: 1,615,629 | mfu: 39.0% | epoch: 1 | remaining: 126s    
step 01099 (58.1%) | loss: 2.905196 | lrm: 0.67 | dt: 159ms | tok/sec: 1,647,978 | mfu: 39.8% | epoch: 1 | remaining: 125s    
